Id,y
50249,1.978146
50250,1.831478
50251,2.0949683
50252,2.420733
50253,2.1870914
50254,1.8196615
50255,1.4383041
50256,1.9466146
50257,1.3283972
50258,1.80766
50259,2.3350902
50260,0.4899019
50261,-0.11868894
50262,2.1568294
50263,2.7520118
50264,1.6969374
50265,2.0028691
50266,1.8209323
50267,1.8010641
50268,3.2485733
50269,1.8211335
50270,2.2234273
50271,1.698357
50272,1.8002776
50273,2.4638696
50274,1.8872112
50275,1.7617761
50276,2.209681
50277,2.1285806
50278,1.4644922
50279,3.193952
50280,1.7748858
50281,1.8613099
50282,2.1237278
50283,1.9698886
50284,1.8121403
50285,1.1154889
50286,1.9669181
50287,2.7112799
50288,2.184136
50289,2.3284283
50290,1.9404238
50291,1.8815554
50292,1.8699502
50293,1.9880761
50294,1.880802
50295,2.8381925
50296,2.0116706
50297,0.9610038
50298,1.9952868
50299,1.5880023
50300,2.1580887
50301,2.0365677
50302,2.1774693
50303,1.8524731
50304,1.8133773
50305,1.7870444
50306,0.07702625
50307,2.7861423
50308,1.7836188
50309,0.37486207
50310,2.1681437
50311,2.2095838
50312,2.74957
50313,2.0589948
50314,1.820387
50315,2.6022763
50316,1.065657
50317,1.0744992
50318,2.3304644
50319,2.703642
50320,1.9423779
50321,1.98114
50322,1.8059844
50323,1.8227443
50324,2.0641308
50325,1.9084929
50326,1.9785546
50327,1.9523352
50328,2.0443769
50329,2.2834435
50330,1.9015914
50331,1.668115
50332,2.0369596
50333,2.4895573
50334,0.65259635
50335,1.6399025
50336,2.1482558
50337,0.7829741
50338,3.005725
50339,1.8611087
50340,2.2141252
50341,0.87406695
50342,2.0078516
50343,0.94540775
50344,1.8527297
50345,1.1807622
50346,1.3183917
50347,1.8971006
50348,1.9547735
50349,0.4087752
50350,1.8133901
50351,1.646993
50352,2.932859
50353,1.6465157
50354,1.9546574
50355,2.0293589
50356,1.9260863
50357,1.8526152
50358,2.0481625
50359,2.3767595
50360,1.9090818
50361,1.7990016
50362,2.5336127
50363,1.603197
50364,1.9791821
50365,2.743453
50366,2.0232878
50367,1.9043111
50368,2.5730124
50369,2.075296
50370,1.8537172
50371,1.8928264
50372,1.899167
50373,2.0070667
50374,1.3621353
50375,1.5469927
50376,2.1988811
50377,1.9911879
50378,1.9367191
50379,2.2066684
50380,1.8926028
50381,2.234045
50382,1.9270629
50383,2.0505176
50384,1.7942272
50385,2.64573
50386,0.68731725
50387,1.8872427
50388,1.9142975
50389,1.9864558
50390,1.513918
50391,1.8536519
50392,2.0615768
50393,1.8591784
50394,1.0543641
50395,3.7460518
50396,2.1108003
50397,2.4260921
50398,2.187358
50399,1.8964776
50400,1.5271949
50401,2.0126972
50402,1.8640052
50403,1.8167609
50404,1.9614466
50405,1.9015111
50406,2.137689
50407,1.8625768
50408,1.8625907
50409,0.019885898
50410,1.9232644
50411,1.9459733
50412,1.6427573
50413,2.8174534
50414,1.8629864
50415,1.8628811
50416,2.1228452
50417,2.991393
50418,2.2351356
50419,2.6760478
50420,2.3694973
50421,1.9692544
50422,2.11731
50423,1.7901801
50424,2.6638794
50425,1.8907956
50426,0.9422741
50427,1.8635596
50428,2.4396133
50429,1.4558815
50430,2.5082936
50431,2.0918565
50432,1.9463824
50433,1.5034446
50434,2.3534365
50435,1.947183
50436,2.1787767
50437,1.7941445
50438,0.69242084
50439,1.9313363
50440,1.2657384
50441,1.8909162
50442,2.0972762
50443,1.968675
50444,2.2014165
50445,-0.17140973
50446,1.7920505
50447,0.07346618
50448,1.6092137
50449,1.9921273
50450,1.9544095
50451,1.839985
50452,1.9662255
50453,1.9292082
50454,2.407915
50455,0.5423926
50456,1.9447263
50457,2.0008821
50458,1.7736348
50459,1.859464
50460,1.8858045
50461,1.8884686
50462,2.0637088
50463,1.4708961
50464,-0.8445579
50465,2.2396789
50466,2.0459871
50467,2.6733994
50468,1.8740271
50469,3.7987776
50470,1.8713526
50471,1.8929015
50472,2.3132353
50473,1.9683331
50474,2.0610647
50475,2.504077
50476,1.841194
50477,1.8817891
50478,2.622304
50479,1.7790917
50480,1.7590777
50481,1.785386
50482,1.8732091
50483,1.8394746
50484,1.6516265
50485,2.7833395
50486,2.0611968
50487,2.0465508
50488,1.9253019
50489,2.3221126
50490,2.2659707
50491,1.736729
50492,2.1432142
50493,2.0055952
50494,2.0802464
50495,0.66279113
50496,2.2168522
50497,1.5111977
50498,1.8890694
50499,1.8472975
50500,1.530145
50501,2.2509294
50502,2.250639
50503,2.3200445
50504,1.3990659
50505,1.9423679
50506,1.543207
50507,1.9624842
50508,1.8440975
50509,1.599032
50510,1.8177952
50511,0.27961528
50512,1.938351
50513,1.8719219
50514,1.8118361
50515,1.8575348
50516,1.2153001
50517,1.8988565
50518,0.35814536
50519,-0.7669965
50520,2.3895817
50521,1.8935102
50522,2.0508342
50523,1.815684
50524,1.9186372
50525,2.6119747
50526,0.8824538
50527,1.8557147
50528,0.546574
50529,0.5305356
50530,2.0434012
50531,1.9731604
50532,2.5526543
50533,2.0122447
50534,2.2871666
50535,2.0302296
50536,1.8707303
50537,2.2090373
50538,1.8527707
50539,2.704731
50540,1.9904426
50541,1.9723722
50542,1.891158
50543,2.322291
50544,1.8869728
50545,2.0369124
50546,1.5416838
50547,2.3427596
50548,2.0381827
50549,1.9813186
50550,0.794541
50551,1.7653116
50552,1.7681035
50553,1.0811183
50554,3.2879734
50555,1.9346441
50556,1.6254176
50557,2.4041352
50558,3.071496
50559,2.0067525
50560,1.920412
50561,1.8691243
50562,0.45402133
50563,1.8625911
50564,2.1052651
50565,1.90862
50566,2.359602
50567,2.0495834
50568,2.0520387
50569,0.83919036
50570,2.2723403
50571,1.9617921
50572,1.8966969
50573,0.55149305
50574,2.6206021
50575,1.3262242
50576,1.1347407
50577,1.9367374
50578,1.8249263
50579,2.217619
50580,0.18142974
50581,1.6398476
50582,2.068952
50583,1.7318102
50584,2.282391
50585,1.560665
50586,1.8707758
50587,2.1087122
50588,2.3404965
50589,1.9701232
50590,1.9682206
50591,2.070046
50592,2.0599904
50593,1.8764704
50594,1.8190645
50595,1.4345196
50596,1.9871918
50597,1.8502258
50598,1.3422002
50599,2.4245386
50600,2.5033407
50601,2.1552944
50602,2.6239843
50603,-1.4379903
50604,0.65631425
50605,2.0271063
50606,1.7953967
50607,2.0088415
50608,2.4907393
50609,1.8720497
50610,2.4647293
50611,2.2142653
50612,2.2903423
50613,1.9570607
50614,1.9000939
50615,2.297482
50616,1.9355425
50617,1.8351549
50618,2.4334712
50619,1.9379863
50620,1.1537875
50621,0.5577611
50622,2.0971818
50623,1.9551414
50624,2.0601144
50625,2.4137335
50626,1.7656649
50627,2.6415973
50628,2.3375278
50629,1.9137706
50630,2.3689313
50631,2.2005248
50632,1.8582448
50633,1.86034
50634,1.6987559
50635,2.2128725
50636,1.9295
50637,1.8806981
50638,1.9527398
50639,2.2369356
50640,1.6724833
50641,1.6835095
50642,0.79336655
50643,1.9480337
50644,2.7268124
50645,1.8116549
50646,1.9134187
50647,2.3103256
50648,0.4284488
50649,2.4914913
50650,2.0080395
50651,2.1965404
50652,2.5503726
50653,2.4819574
50654,2.4616923
50655,1.9653138
50656,1.8804063
50657,2.3524013
50658,0.69310653
50659,1.8863643
50660,2.4208593
50661,1.8722376
50662,1.8364123
50663,1.8537906
50664,2.1981754
50665,2.3983731
50666,1.5482446
50667,1.8623613
50668,1.9530123
50669,2.2142258
50670,1.3698121
50671,1.7381855
50672,2.0245275
50673,1.4328212
50674,1.8701824
50675,1.9569062
50676,1.9904314
50677,1.8948659
50678,2.0301747
50679,1.9173547
50680,2.0212517
50681,1.8261184
50682,0.6023296
50683,1.8721799
50684,1.9527344
50685,1.7976664
50686,2.035645
50687,1.8967394
50688,2.0882454
50689,1.8574103
50690,2.326766
50691,2.5886903
50692,1.611175
50693,1.0962656
50694,2.1872616
50695,2.2576714
50696,2.2142143
50697,2.808364
50698,1.8846797
50699,1.9320873
50700,0.41635406
50701,1.9399141
50702,1.9383708
50703,2.033401
50704,2.6261578
50705,0.76475465
50706,1.7760619
50707,1.9197053
50708,0.99763024
50709,2.9597096
50710,2.1643562
50711,1.8424767
50712,1.8527788
50713,1.9334391
50714,1.0604428
50715,1.9993142
50716,1.0733076
50717,0.64932144
50718,1.9373702
50719,2.033855
50720,1.8098527
50721,3.2629433
50722,1.9877173
50723,0.46712506
50724,2.0874596
50725,0.8052703
50726,1.9722909
50727,0.5144285
50728,2.1408186
50729,1.7988642
50730,2.0395584
50731,1.961377
50732,1.9242672
50733,0.7304925
50734,1.8687905
50735,2.7654386
50736,1.9239978
50737,1.8548297
50738,0.20010936
50739,2.0627894
50740,1.9557337
50741,1.9064893
50742,1.8060778
50743,1.8541733
50744,1.9425186
50745,1.956127
50746,2.092927
50747,2.1404161
50748,1.8704046
50749,2.003686
50750,0.5769007
50751,2.8014574
50752,1.4722785
50753,1.9505361
50754,1.8999413
50755,1.1666025
50756,1.0018035
50757,1.8412968
50758,2.7540789
50759,1.9654249
50760,0.25154483
50761,1.972946
50762,2.367353
50763,1.9948558
50764,1.9108552
50765,1.839384
50766,2.336854
50767,1.7445911
50768,0.14608109
50769,2.1924267
50770,2.1483603
50771,1.6409024
50772,1.9183792
50773,2.0017505
50774,2.0432572
50775,2.1716442
50776,2.212016
50777,2.0193415
50778,0.6321796
50779,2.153337
50780,1.4755474
50781,1.9282769
50782,1.9732882
50783,2.3348985
50784,0.6787094
50785,1.9168664
50786,1.9457749
50787,2.2330403
50788,2.0829973
50789,1.5995182
50790,1.8127631
50791,1.8914689
50792,2.186163
50793,1.9540414
50794,1.8531555
50795,1.7965504
50796,1.9165148
50797,1.8994282
50798,1.1936084
50799,2.0624733
50800,1.9274524
50801,1.1428736
50802,2.1101136
50803,2.7518864
50804,2.0973167
50805,2.0062351
50806,0.29865825
50807,2.5243044
50808,1.8721718
50809,2.0263891
50810,1.4625493
50811,1.7060441
50812,1.8044561
50813,1.8660563
50814,1.8128015
50815,2.0977426
50816,1.8331989
50817,1.6082636
50818,1.976446
50819,2.0629826
50820,1.8952476
50821,2.0668283
50822,1.8410043
50823,1.9648699
50824,1.3247263
50825,1.8977431
50826,1.8810228
50827,2.0470533
50828,1.1431221
50829,2.116601
50830,1.1885365
50831,2.2120862
50832,1.8330342
50833,1.5808362
50834,2.4407501
50835,1.549512
50836,2.2064056
50837,1.9149321
50838,0.50749147
50839,2.129053
50840,1.8852993
50841,0.40306556
50842,1.9096965
50843,2.319582
50844,1.8760389
50845,1.8614396
50846,1.7218875
50847,2.031507
50848,2.4630904
50849,2.077077
50850,1.9143361
50851,2.7706375
50852,2.1764617
50853,2.9371796
50854,1.9850305
50855,0.9503411
50856,2.4802833
50857,2.441637
50858,1.8904809
50859,1.798972
50860,2.7707858
50861,1.9237148
50862,0.7147399
50863,1.7339946
50864,2.0715137
50865,2.1896162
50866,2.0647898
50867,2.155449
50868,1.2021047
50869,1.7368616
50870,2.0231571
50871,1.8943118
50872,1.8862876
50873,2.6495075
50874,0.34949493
50875,1.0238198
50876,1.9647678
50877,1.8515733
50878,2.136939
50879,3.0707045
50880,-0.0012913942
50881,1.8349961
50882,2.9129143
50883,1.8154348
50884,1.8679789
50885,1.8887552
50886,1.9635988
50887,2.0762806
50888,1.9364821
50889,2.122703
50890,1.850499
50891,1.8751925
50892,1.9325522
50893,1.8771225
50894,1.8985652
50895,1.9565364
50896,1.643238
50897,1.902387
50898,1.869902
50899,1.8213137
50900,2.1422687
50901,0.2191602
50902,2.0004172
50903,2.1729894
50904,2.0162296
50905,2.671639
50906,2.374251
50907,0.28484046
50908,2.2645326
50909,1.7123824
50910,1.8769897
50911,1.2432956
50912,2.3060403
50913,2.2940855
50914,1.8799194
50915,1.8304437
50916,1.8890194
50917,1.9246682
50918,0.32280052
50919,3.6635532
50920,2.1928477
50921,2.2802763
50922,1.830813
50923,1.8851393
50924,1.9472724
50925,2.854704
50926,2.0214248
50927,1.8273424
50928,1.4432167
50929,0.0891794
50930,2.2445955
50931,2.307788
50932,0.73645794
50933,1.9495996
50934,1.8962168
50935,1.7254165
50936,2.311018
50937,2.5035067
50938,2.1535263
50939,1.0046066
50940,0.45641387
50941,1.8407315
50942,2.0308542
50943,1.7925042
50944,2.4917417
50945,1.9095734
50946,1.8496712
50947,2.1964622
50948,2.1195664
50949,2.603704
50950,2.0165062
50951,1.9101247
50952,1.8920964
50953,-0.9632484
50954,2.8184195
50955,2.1892557
50956,0.46815574
50957,1.8913153
50958,1.7820536
50959,1.9454359
50960,1.448634
50961,2.4872975
50962,2.7548394
50963,2.5640473
50964,1.8834711
50965,1.9182633
50966,1.867319
50967,3.0352
50968,1.869754
50969,1.8239201
50970,1.9181651
50971,1.2902762
50972,0.79119384
50973,0.42395198
50974,2.9926167
50975,1.8700048
50976,-0.03561318
50977,1.9645928
50978,1.5492219
50979,2.2357173
50980,2.219542
50981,1.8014258
50982,1.9482611
50983,2.1471248
50984,1.3097976
50985,1.194318
50986,2.0777116
50987,1.7202111
50988,0.5494262
50989,2.1030025
50990,0.0013631582
50991,2.223052
50992,1.9701263
50993,1.9424075
50994,2.0977964
50995,1.8328713
50996,-0.99278796
50997,1.9277171
50998,1.973523
50999,1.8598126
51000,1.9620465
51001,1.7254294
51002,1.816348
51003,1.9027585
51004,2.3748674
51005,1.7002629
51006,2.2083158
51007,2.2059803
51008,1.7875947
51009,1.7397839
51010,1.8766369
51011,1.0512638
51012,2.6569548
51013,1.3306011
51014,1.402718
51015,2.0377512
51016,1.7826337
51017,1.6085299
51018,2.0374508
51019,1.9574097
51020,1.9032696
51021,1.8866359
51022,2.3412867
51023,2.0488658
51024,1.864025
51025,2.1077633
51026,1.9924005
51027,2.043446
51028,1.8705539
51029,2.3114552
51030,2.3748283
51031,1.0570716
51032,1.866844
51033,1.889057
51034,1.9399265
51035,2.3269973
51036,2.2024379
51037,1.8731827
51038,0.042554736
51039,1.9427322
51040,1.7978133
51041,0.92341506
51042,1.8448619
51043,1.9145726
51044,1.9757627
51045,1.9002894
51046,2.1485972
51047,1.8760017
51048,1.1184065
51049,1.8701915
51050,2.227728
51051,2.1884904
51052,1.9401764
51053,1.9241494
51054,1.6253666
51055,1.994424
51056,1.7852935
51057,2.2416778
51058,1.9115928
51059,2.2677913
51060,2.885316
51061,1.8993524
51062,1.8392524
51063,2.1276646
51064,1.8481895
51065,1.747713
51066,2.3464017
51067,2.6233435
51068,2.012752
51069,2.3331828
51070,1.9462274
51071,1.9910735
51072,0.76323307
51073,-0.35004747
51074,2.047771
51075,0.897032
51076,0.4463128
51077,2.1528616
51078,2.1393776
51079,1.3559583
51080,2.0410242
51081,2.075872
51082,2.2227259
51083,1.4913026
51084,1.8700513
51085,2.5914168
51086,0.71132934
51087,1.8252147
51088,2.5750284
51089,0.9777936
51090,1.8200854
51091,2.0084324
51092,1.8562521
51093,1.5143174
51094,1.67601
51095,0.8825222
51096,1.9622754
51097,1.9547142
51098,1.7059809
51099,1.8254727
51100,2.1126595
51101,1.9781243
51102,2.1774554
51103,2.7360582
51104,1.7493488
51105,1.7071615
51106,2.527367
51107,1.960071
51108,2.0433311
51109,1.596501
51110,1.7752556
51111,1.9192799
51112,0.06961048
51113,2.1015873
51114,1.639902
51115,1.730987
51116,2.4104471
51117,2.1236057
51118,1.6828862
51119,1.9994184
51120,1.7458943
51121,2.6767602
51122,1.8865765
51123,1.9162987
51124,2.0935454
51125,1.8333033
51126,1.7804083
51127,2.001214
51128,0.6661806
51129,2.4217205
51130,2.1582556
51131,2.4587984
51132,2.2835445
51133,2.0325284
51134,1.9853185
51135,1.6133806
51136,0.6741651
51137,1.8090309
51138,1.7426964
51139,-1.5700616
51140,1.8860978
51141,0.7792114
51142,1.9979638
51143,2.9531775
51144,1.4438428
51145,-0.33577836
51146,2.2140274
51147,2.3969789
51148,1.9688452
51149,2.235776
51150,1.8726829
51151,0.516487
51152,1.6278394
51153,2.067223
51154,1.8961886
51155,2.5192895
51156,2.218964
51157,2.1727366
51158,2.226993
51159,1.8358563
51160,2.1249862
51161,1.9277793
51162,2.1664743
51163,1.9274586
51164,2.0789146
51165,2.1724162
51166,2.1483417
51167,2.0537472
51168,3.0003004
51169,2.1766987
51170,2.5971007
51171,2.2091603
51172,1.9480351
51173,2.3130703
51174,2.1079636
51175,1.8610734
51176,2.2380104
51177,1.8778437
51178,2.0416017
51179,1.8796419
51180,1.8806902
51181,1.4954861
51182,1.9829701
51183,0.9638051
51184,1.7880317
51185,2.7344213
51186,2.1244063
51187,1.8475622
51188,1.853758
51189,1.9443744
51190,1.8985025
51191,1.3676106
51192,3.0424738
51193,2.359961
51194,1.7498013
51195,2.4318318
51196,2.3106413
51197,1.9157027
51198,1.7610596
51199,2.794908
51200,1.7362412
51201,1.8894447
51202,3.7939372
51203,1.8320869
51204,0.8980621
51205,1.1144897
51206,2.5315337
51207,2.0106478
51208,2.0840888
51209,1.6996611
51210,1.9633759
51211,2.147573
51212,1.9701644
51213,0.46014464
51214,-0.39869702
51215,2.1515126
51216,2.0122986
51217,2.0023084
51218,2.0857239
51219,1.9975992
51220,1.8896464
51221,2.0427113
51222,2.0733438
51223,1.8148602
51224,1.8655804
51225,1.9970616
51226,1.9277576
51227,1.9215335
51228,2.2403688
51229,2.5455952
51230,2.5832596
51231,1.8963832
51232,1.9861354
51233,1.8617858
51234,1.6734115
51235,2.035571
51236,0.6413268
51237,1.6335253
51238,1.9952787
51239,0.31063116
51240,2.089697
51241,1.8900119
51242,2.11827
51243,1.9486965
51244,1.8451108
51245,2.37918
51246,1.9493393
51247,1.8006884
51248,1.8899835
51249,1.9086837
51250,1.9357721
51251,1.8529776
51252,2.317124
51253,2.5065317
51254,1.4759597
51255,2.1253352
51256,1.2854327
51257,2.102889
51258,1.9488531
51259,2.6790295
51260,2.7220907
51261,1.9669763
51262,1.1524891
51263,1.9624547
51264,2.6045365
51265,1.8089904
51266,1.8743714
51267,0.604004
51268,2.1559901
51269,1.4367985
51270,1.2420872
51271,1.8914856
51272,1.0886401
51273,2.0115256
51274,1.9764482
51275,1.9764076
51276,2.9335938
51277,1.8605393
51278,1.9847516
51279,1.754301
51280,3.365036
51281,1.9341644
51282,1.3324801
51283,2.1717148
51284,2.2627559
51285,1.9675092
51286,1.8725747
51287,1.9068264
51288,2.168233
51289,1.3934935
51290,1.1356095
51291,1.8230551
51292,1.7228128
51293,2.4756355
51294,-0.116532445
51295,1.8239039
51296,0.22859466
51297,2.4044905
51298,1.2268704
51299,2.099247
51300,2.1450958
51301,2.0468488
51302,1.9745845
51303,2.1082
51304,2.136057
51305,2.7425141
51306,2.2467394
51307,1.899772
51308,1.696025
51309,1.8808562
51310,1.8117694
51311,1.981582
51312,2.038044
51313,1.968197
51314,1.9752063
51315,1.8211254
51316,2.025125
51317,1.9583474
51318,1.7230104
51319,2.0816436
51320,1.7516721
51321,2.32722
51322,2.3850632
51323,2.2314157
51324,1.9805979
51325,1.9927543
51326,2.0772085
51327,2.1500754
51328,1.9031895
51329,2.3968968
51330,0.0021880865
51331,1.7814668
51332,1.9067262
51333,2.607461
51334,2.4085722
51335,2.4007187
51336,1.9268993
51337,2.6404743
51338,1.8429793
51339,1.9743775
51340,-0.06811774
51341,1.1526326
51342,2.035799
51343,2.030696
51344,2.1960044
51345,-0.5936667
51346,1.8162383
51347,2.2041097
51348,1.6912097
51349,0.6536523
51350,2.5226164
51351,1.9946128
51352,2.1197715
51353,2.7480521
51354,2.778624
51355,1.8838118
51356,1.2883943
51357,0.6177949
51358,2.2565084
51359,1.8813807
51360,3.3578777
51361,2.0590072
51362,1.6083385
51363,1.5913664
51364,2.2374463
51365,2.1293344
51366,2.284565
51367,1.70185
51368,1.7817401
51369,1.9278482
51370,1.8628491
51371,2.2181687
51372,2.0317183
51373,1.5577985
51374,1.8547405
51375,2.0390754
51376,1.9625865
51377,3.2298713
51378,1.9684228
51379,1.7329167
51380,2.1185699
51381,2.420362
51382,1.6956981
51383,1.8252467
51384,2.3914967
51385,2.7054577
51386,0.723729
51387,2.1867375
51388,0.5041121
51389,2.0900588
51390,1.85859
51391,1.9691023
51392,1.7739183
51393,1.9327921
51394,1.9494542
51395,1.769555
51396,-0.40990937
51397,2.0010424
51398,1.9336404
51399,1.682206
51400,2.0488873
51401,1.9409837
51402,2.4098983
51403,1.883911
51404,3.2639036
51405,3.1707067
51406,2.223877
51407,1.6909231
51408,1.9015762
51409,1.9462909
51410,1.8180884
51411,2.3869114
51412,1.8527039
51413,1.9109973
51414,1.758094
51415,2.1452727
51416,0.57123363
51417,1.8611821
51418,1.9399647
51419,1.9750384
51420,1.9778532
51421,1.0820196
51422,1.789555
51423,2.0080824
51424,1.9374665
51425,2.0718932
51426,2.1007972
51427,2.7714033
51428,2.0025077
51429,2.2161446
51430,1.8448666
51431,1.6982483
51432,0.9807669
51433,0.15430057
51434,2.387164
51435,1.9533175
51436,2.276866
51437,1.2009877
51438,2.2790885
51439,1.8187352
51440,2.6992145
51441,2.1749945
51442,1.9202176
51443,1.9021028
51444,1.92073
51445,2.2773213
51446,2.2242756
51447,2.1761274
51448,1.9349731
51449,1.7983745
51450,1.9455284
51451,1.7287644
51452,0.5882844
51453,2.361556
51454,1.839028
51455,2.0860806
51456,1.8595408
51457,1.4071277
51458,1.9389151
51459,1.8441545
51460,1.979941
51461,1.9001194
51462,2.0463939
51463,1.8997363
51464,2.3179922
51465,2.026762
51466,2.0361505
51467,-0.088948846
51468,1.9639887
51469,1.9196442
51470,1.8555764
51471,2.100215
51472,1.7534622
51473,2.294324
51474,0.7377137
51475,1.7677261
51476,2.5319977
51477,1.7320868
51478,1.9168965
51479,1.8176031
51480,1.7231251
51481,1.9977711
51482,1.8692168
51483,1.943288
51484,1.7751752
51485,2.9774733
51486,2.0666008
51487,2.2724438
51488,2.3028378
51489,2.1940145
51490,1.8170766
51491,2.5749173
51492,1.7210974
51493,1.9019603
51494,2.1771946
51495,0.6178211
51496,2.329712
51497,1.8618106
51498,1.894039
51499,2.1760716
51500,1.8253261
51501,1.9504169
51502,2.5754714
51503,2.1367612
51504,2.7639437
51505,2.4027338
51506,2.159058
51507,1.9047726
51508,0.6650442
51509,1.2650632
51510,2.1892934
51511,1.7634438
51512,2.0397458
51513,2.392283
51514,2.2905784
51515,2.5193348
51516,1.8966645
51517,3.0764146
51518,2.6831827
51519,1.655774
51520,1.9292384
51521,2.2100244
51522,1.392434
51523,0.41891873
51524,1.550144
51525,1.7532204
51526,2.0181956
51527,0.16637027
51528,2.355423
51529,2.03337
51530,1.9004864
51531,1.9211205
51532,2.7322598
51533,2.0825624
51534,3.0654821
51535,1.8105868
51536,2.4641023
51537,3.0902987
51538,1.971085
51539,1.7247292
51540,1.9843811
51541,1.6917838
51542,2.728321
51543,1.9592537
51544,0.29126775
51545,2.066574
51546,1.7973899
51547,1.8063818
51548,2.3886914
51549,-0.6033069
51550,2.0116682
51551,1.8539275
51552,1.7972783
51553,2.2161593
51554,2.537105
51555,1.9612893
51556,1.4702929
51557,1.8906401
51558,2.60561
51559,1.9182585
51560,1.8373774
51561,3.547491
51562,1.6423653
51563,2.3918
51564,0.36934078
51565,-0.49540746
51566,2.9406452
51567,2.2483015
51568,2.2388754
51569,1.9825085
51570,3.4468436
51571,1.8928393
51572,2.3879037
51573,0.62576044
51574,1.0807256
51575,1.7078713
51576,2.510559
51577,2.3220258
51578,0.85233486
51579,1.3360823
51580,1.9565448
51581,1.9652685
51582,0.69466484
51583,2.66428
51584,1.8806854
51585,1.9607829
51586,1.703359
51587,1.8937505
51588,0.34945
51589,2.1517358
51590,3.17524
51591,1.3086439
51592,0.7179917
51593,1.9853028
51594,-0.40085852
51595,1.8888797
51596,-0.5420033
51597,2.8383965
51598,2.0623007
51599,2.7240915
51600,2.6801257
51601,1.8687238
51602,1.858487
51603,1.8587021
51604,1.84416
51605,1.8543237
51606,0.5415069
51607,2.1174645
51608,1.9615563
51609,1.9269227
51610,2.0979342
51611,1.4486333
51612,1.0009154
51613,1.9343561
51614,2.170361
51615,1.8262919
51616,2.3880806
51617,1.2647284
51618,1.8521432
51619,1.1087049
51620,1.8586067
51621,1.9546126
51622,1.9097623
51623,1.9783975
51624,2.538764
51625,2.0779467
51626,1.946761
51627,2.1132665
51628,1.7940241
51629,2.5465646
51630,1.9340187
51631,1.8540429
51632,0.7798016
51633,1.9335502
51634,1.9410185
51635,1.7858156
51636,1.97585
51637,1.8607496
51638,2.6329079
51639,1.8145703
51640,4.097206
51641,2.2922568
51642,2.5620732
51643,2.2062025
51644,1.9188286
51645,2.3530774
51646,2.0768409
51647,1.2847947
51648,1.0913681
51649,1.9941174
51650,1.6507314
51651,1.8930081
51652,2.6064453
51653,2.5625615
51654,0.89666736
51655,1.7173074
51656,1.8716999
51657,1.9872941
51658,1.8996876
51659,1.8373936
51660,1.8917769
51661,2.4047995
51662,2.6495805
51663,2.1008692
51664,1.8317689
51665,2.9697847
51666,1.9059876
51667,1.8918217
51668,1.0969199
51669,2.4798727
51670,1.5913657
51671,2.1457567
51672,2.741517
51673,1.9168795
51674,3.7385921
51675,2.1163416
51676,2.0090938
